source_dataset,file_id,raw_mask_path,standardized_mask_path,raw_mask_unique_values,standardized_mask_unique_values,standardization_status
G1020,image_3123,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3123.png,data/processed/standardized_masks/g1020/image_3123.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3124,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3124.png,data/processed/standardized_masks/g1020/image_3124.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3129,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3129.png,data/processed/standardized_masks/g1020/image_3129.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3130,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3130.png,data/processed/standardized_masks/g1020/image_3130.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3131,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3131.png,data/processed/standardized_masks/g1020/image_3131.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3132,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3132.png,data/processed/standardized_masks/g1020/image_3132.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3137,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3137.png,data/processed/standardized_masks/g1020/image_3137.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3138,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3138.png,data/processed/standardized_masks/g1020/image_3138.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3143,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3143.png,data/processed/standardized_masks/g1020/image_3143.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3144,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3144.png,data/processed/standardized_masks/g1020/image_3144.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_315,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_315.png,data/processed/standardized_masks/g1020/image_315.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_3159,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3159.png,data/processed/standardized_masks/g1020/image_3159.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_316,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_316.png,data/processed/standardized_masks/g1020/image_316.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_3160,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3160.png,data/processed/standardized_masks/g1020/image_3160.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3163,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3163.png,data/processed/standardized_masks/g1020/image_3163.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_3164,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3164.png,data/processed/standardized_masks/g1020/image_3164.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3165,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3165.png,data/processed/standardized_masks/g1020/image_3165.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3166,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3166.png,data/processed/standardized_masks/g1020/image_3166.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3167,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3167.png,data/processed/standardized_masks/g1020/image_3167.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3168,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3168.png,data/processed/standardized_masks/g1020/image_3168.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3169,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3169.png,data/processed/standardized_masks/g1020/image_3169.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_3170,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3170.png,data/processed/standardized_masks/g1020/image_3170.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3182,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3182.png,data/processed/standardized_masks/g1020/image_3182.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3183,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3183.png,data/processed/standardized_masks/g1020/image_3183.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3184,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3184.png,data/processed/standardized_masks/g1020/image_3184.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3185,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3185.png,data/processed/standardized_masks/g1020/image_3185.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3198,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3198.png,data/processed/standardized_masks/g1020/image_3198.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3199,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3199.png,data/processed/standardized_masks/g1020/image_3199.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_32,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_32.png,data/processed/standardized_masks/g1020/image_32.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3201,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3201.png,data/processed/standardized_masks/g1020/image_3201.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_3202,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_3202.png,data/processed/standardized_masks/g1020/image_3202.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_327,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_327.png,data/processed/standardized_masks/g1020/image_327.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_328,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_328.png,data/processed/standardized_masks/g1020/image_328.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_334,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_334.png,data/processed/standardized_masks/g1020/image_334.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_335,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_335.png,data/processed/standardized_masks/g1020/image_335.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_336,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_336.png,data/processed/standardized_masks/g1020/image_336.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_337,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_337.png,data/processed/standardized_masks/g1020/image_337.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_338,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_338.png,data/processed/standardized_masks/g1020/image_338.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_339,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_339.png,data/processed/standardized_masks/g1020/image_339.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_353,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_353.png,data/processed/standardized_masks/g1020/image_353.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_354,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_354.png,data/processed/standardized_masks/g1020/image_354.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_356,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_356.png,data/processed/standardized_masks/g1020/image_356.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_360,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_360.png,data/processed/standardized_masks/g1020/image_360.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_361,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_361.png,data/processed/standardized_masks/g1020/image_361.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_363,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_363.png,data/processed/standardized_masks/g1020/image_363.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_366,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_366.png,data/processed/standardized_masks/g1020/image_366.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_367,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_367.png,data/processed/standardized_masks/g1020/image_367.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_372,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_372.png,data/processed/standardized_masks/g1020/image_372.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_373,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_373.png,data/processed/standardized_masks/g1020/image_373.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_384,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_384.png,data/processed/standardized_masks/g1020/image_384.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_385,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_385.png,data/processed/standardized_masks/g1020/image_385.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_386,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_386.png,data/processed/standardized_masks/g1020/image_386.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_387,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_387.png,data/processed/standardized_masks/g1020/image_387.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_4,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_4.png,data/processed/standardized_masks/g1020/image_4.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_420,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_420.png,data/processed/standardized_masks/g1020/image_420.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_421,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_421.png,data/processed/standardized_masks/g1020/image_421.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_436,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_436.png,data/processed/standardized_masks/g1020/image_436.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_437,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_437.png,data/processed/standardized_masks/g1020/image_437.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_444,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_444.png,data/processed/standardized_masks/g1020/image_444.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_445,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_445.png,data/processed/standardized_masks/g1020/image_445.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_446,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_446.png,data/processed/standardized_masks/g1020/image_446.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_453,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_453.png,data/processed/standardized_masks/g1020/image_453.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_454,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_454.png,data/processed/standardized_masks/g1020/image_454.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_457,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_457.png,data/processed/standardized_masks/g1020/image_457.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_458,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_458.png,data/processed/standardized_masks/g1020/image_458.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_459,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_459.png,data/processed/standardized_masks/g1020/image_459.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_46,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_46.png,data/processed/standardized_masks/g1020/image_46.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_460,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_460.png,data/processed/standardized_masks/g1020/image_460.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_467,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_467.png,data/processed/standardized_masks/g1020/image_467.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_468,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_468.png,data/processed/standardized_masks/g1020/image_468.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_469,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_469.png,data/processed/standardized_masks/g1020/image_469.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_47,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_47.png,data/processed/standardized_masks/g1020/image_47.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_470,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_470.png,data/processed/standardized_masks/g1020/image_470.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_48,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_48.png,data/processed/standardized_masks/g1020/image_48.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_482,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_482.png,data/processed/standardized_masks/g1020/image_482.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_483,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_483.png,data/processed/standardized_masks/g1020/image_483.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_484,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_484.png,data/processed/standardized_masks/g1020/image_484.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_485,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_485.png,data/processed/standardized_masks/g1020/image_485.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_486,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_486.png,data/processed/standardized_masks/g1020/image_486.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_487,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_487.png,data/processed/standardized_masks/g1020/image_487.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_488,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_488.png,data/processed/standardized_masks/g1020/image_488.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_489,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_489.png,data/processed/standardized_masks/g1020/image_489.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_49,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_49.png,data/processed/standardized_masks/g1020/image_49.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_490,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_490.png,data/processed/standardized_masks/g1020/image_490.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_491,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_491.png,data/processed/standardized_masks/g1020/image_491.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_492,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_492.png,data/processed/standardized_masks/g1020/image_492.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_493,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_493.png,data/processed/standardized_masks/g1020/image_493.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_494,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_494.png,data/processed/standardized_masks/g1020/image_494.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_496,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_496.png,data/processed/standardized_masks/g1020/image_496.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_498,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_498.png,data/processed/standardized_masks/g1020/image_498.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_5,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_5.png,data/processed/standardized_masks/g1020/image_5.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_50,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_50.png,data/processed/standardized_masks/g1020/image_50.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_505,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_505.png,data/processed/standardized_masks/g1020/image_505.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_512,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_512.png,data/processed/standardized_masks/g1020/image_512.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_513,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_513.png,data/processed/standardized_masks/g1020/image_513.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_518,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_518.png,data/processed/standardized_masks/g1020/image_518.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_519,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_519.png,data/processed/standardized_masks/g1020/image_519.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_526,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_526.png,data/processed/standardized_masks/g1020/image_526.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_527,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_527.png,data/processed/standardized_masks/g1020/image_527.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_53,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_53.png,data/processed/standardized_masks/g1020/image_53.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_532,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_532.png,data/processed/standardized_masks/g1020/image_532.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_533,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_533.png,data/processed/standardized_masks/g1020/image_533.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_534,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_534.png,data/processed/standardized_masks/g1020/image_534.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_535,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_535.png,data/processed/standardized_masks/g1020/image_535.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_536,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_536.png,data/processed/standardized_masks/g1020/image_536.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_537,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_537.png,data/processed/standardized_masks/g1020/image_537.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_54,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_54.png,data/processed/standardized_masks/g1020/image_54.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_542,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_542.png,data/processed/standardized_masks/g1020/image_542.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_543,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_543.png,data/processed/standardized_masks/g1020/image_543.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_545,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_545.png,data/processed/standardized_masks/g1020/image_545.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_55,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_55.png,data/processed/standardized_masks/g1020/image_55.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_550,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_550.png,data/processed/standardized_masks/g1020/image_550.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_551,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_551.png,data/processed/standardized_masks/g1020/image_551.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_56,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_56.png,data/processed/standardized_masks/g1020/image_56.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_560,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_560.png,data/processed/standardized_masks/g1020/image_560.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_561,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_561.png,data/processed/standardized_masks/g1020/image_561.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_562,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_562.png,data/processed/standardized_masks/g1020/image_562.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_563,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_563.png,data/processed/standardized_masks/g1020/image_563.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_566,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_566.png,data/processed/standardized_masks/g1020/image_566.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_567,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_567.png,data/processed/standardized_masks/g1020/image_567.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_570,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_570.png,data/processed/standardized_masks/g1020/image_570.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_571,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_571.png,data/processed/standardized_masks/g1020/image_571.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_580,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_580.png,data/processed/standardized_masks/g1020/image_580.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_581,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_581.png,data/processed/standardized_masks/g1020/image_581.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_583,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_583.png,data/processed/standardized_masks/g1020/image_583.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_584,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_584.png,data/processed/standardized_masks/g1020/image_584.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_585,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_585.png,data/processed/standardized_masks/g1020/image_585.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_595,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_595.png,data/processed/standardized_masks/g1020/image_595.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_596,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_596.png,data/processed/standardized_masks/g1020/image_596.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_597,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_597.png,data/processed/standardized_masks/g1020/image_597.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_598,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_598.png,data/processed/standardized_masks/g1020/image_598.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_599,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_599.png,data/processed/standardized_masks/g1020/image_599.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_6,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_6.png,data/processed/standardized_masks/g1020/image_6.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_600,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_600.png,data/processed/standardized_masks/g1020/image_600.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_601,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_601.png,data/processed/standardized_masks/g1020/image_601.png,"[0, 1]","[0, 1]",already_0_1_2
G1020,image_602,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_602.png,data/processed/standardized_masks/g1020/image_602.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_607,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_607.png,data/processed/standardized_masks/g1020/image_607.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_608,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_608.png,data/processed/standardized_masks/g1020/image_608.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_609,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_609.png,data/processed/standardized_masks/g1020/image_609.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
G1020,image_610,data/external/kaggle/glaucoma_fundus_imaging_bundle/G1020/Masks/image_610.png,data/processed/standardized_masks/g1020/image_610.png,"[0, 1, 2]","[0, 1, 2]",already_0_1_2
